Rk,Player,STSnp,Day,G#,Week,Date,Age,Team,,Opp,Result,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos.,-9999
3235,Eno Benjamin,4,Sun,10,10,2022-11-13,23-214,ARI,@,LAR,W 27-17,1,1.5,0,0.0,4,14.3,RB,BenjEn00
3236,Jordan Mason,17,Sat,15,16,2022-12-24,23-214,SFO,,WAS,W 37-20,0,0.0,0,0.0,17,63.0,RB,MasoJo00
3237,Jalen Nailor,18,Sun,4,4,2022-10-02,23-214,MIN,@,NOR,W 28-25,1,1.4,0,0.0,18,58.1,WR,NailJa00
3238,Isiah Pacheco,13,Sun,4,4,2022-10-02,23-214,KAN,@,TAM,W 41-31,17,21.3,0,0.0,13,43.3,RB,PachIs00
3239,Cole Kmet,4,Sun,5,5,2022-10-09,23-213,CHI,@,MIN,L 22-29,45,90.0,0,0.0,4,17.4,TE,KmetCo00
3240,Deon Jackson,11,Sun,2,2,2022-09-18,23-212,IND,@,JAX,L 0-24,2,4.0,0,0.0,11,55.0,RB,JackDe02
3241,Cade Otton,3,Sun,10,10,2022-11-13,23-212,TAM,,SEA,W 21-16,46,61.3,0,0.0,3,14.3,TE,OttoCa00
3242,Noah Gray,15,Sun,11,12,2022-11-27,23-211,KAN,,LAR,W 26-10,50,65.8,0,0.0,15,62.5,TE,GrayNo00
3243,Peyton Hendershot,19,Sun,10,11,2022-11-20,23-211,DAL,@,MIN,W 40-3,25,34.7,0,0.0,19,67.9,TE,HendPe01
3244,Chuba Hubbard,6,Sun,17,18,2023-01-08,23-211,CAR,@,NOR,W 10-7,41,69.5,0,0.0,6,30.0,RB,HubbCh01
3245,Donovan Peoples-Jones,1,Sun,2,2,2022-09-18,23-211,CLE,,NYJ,L 30-31,52,77.6,0,0.0,1,3.3,WR,PeopDo00
3246,Jalen Tolbert,1,Mon,3,3,2022-09-26,23-211,DAL,@,NYG,W 23-16,23,35.9,0,0.0,1,3.4,WR,TolbJa00
3247,Dareke Young,15,Sun,16,17,2023-01-01,23-211,SEA,,NYJ,W 23-6,27,37.5,0,0.0,15,60.0,WR,YounDa02
3248,Raheem Blackshear,16,Sun,16,17,2023-01-01,23-210,CAR,@,TAM,L 24-30,3,4.5,0,0.0,16,51.6,RB,BlacRa00
3249,Gary Brightwell,16,Mon,3,3,2022-09-26,23-210,NYG,,DAL,L 16-23,0,0.0,0,0.0,16,55.2,RB,BrigGa00
3250,Kenneth Gainwell,5,Sun,5,5,2022-10-09,23-209,PHI,@,ARI,W 20-17,16,21.9,0,0.0,5,20.0,RB,GainKe00
3251,Lance McCutcheon,9,Sun,3,3,2022-09-25,23-209,LAR,@,ARI,W 20-12,0,0.0,0,0.0,9,36.0,WR,McCuLa01
3252,Eno Benjamin,2,Sun,9,9,2022-11-06,23-207,ARI,,SEA,L 21-31,17,27.0,0,0.0,2,7.4,RB,BenjEn00
3253,Tory Carter,21,Sun,5,5,2022-10-09,23-207,TEN,@,WAS,W 21-17,7,10.9,0,0.0,21,75.0,FB,CartTo01
3254,Jalen Nailor,7,Sun,3,3,2022-09-25,23-207,MIN,,DET,W 28-24,0,0.0,0,0.0,7,25.0,WR,NailJa00
3255,Isiah Pacheco,9,Sun,3,3,2022-09-25,23-207,KAN,@,IND,L 17-20,5,7.9,0,0.0,9,39.1,RB,PachIs00
3256,Cole Kmet,9,Sun,4,4,2022-10-02,23-206,CHI,@,NYG,L 12-20,61,98.4,0,0.0,9,30.0,TE,KmetCo00
3257,Montrell Washington,17,Thu,5,5,2022-10-06,23-206,DEN,,IND,L 9-12 (OT),4,5.5,0,0.0,17,54.8,WR,WashMo00
3258,Deon Jackson,15,Sun,1,1,2022-09-11,23-205,IND,@,HOU,T 20-20 (OT),0,0.0,0,0.0,15,46.9,RB,JackDe02
3259,Jordan Mason,20,Thu,14,15,2022-12-15,23-205,SFO,@,SEA,W 21-13,7,10.9,0,0.0,20,71.4,RB,MasoJo00
3260,Cade Otton,7,Sun,9,9,2022-11-06,23-205,TAM,,LAR,W 16-13,71,84.5,0,0.0,7,21.2,TE,OttoCa00
3261,Noah Gray,16,Sun,10,11,2022-11-20,23-204,KAN,@,LAC,W 30-27,39,60.0,0,0.0,16,55.2,TE,GrayNo00
3262,Peyton Hendershot,20,Sun,9,10,2022-11-13,23-204,DAL,@,GNB,L 28-31 (OT),17,20.5,0,0.0,20,66.7,TE,HendPe01
3263,Chuba Hubbard,6,Sun,16,17,2023-01-01,23-204,CAR,@,TAM,L 24-30,35,53.0,0,0.0,6,19.4,RB,HubbCh01
3264,Dareke Young,15,Sat,15,16,2022-12-24,23-203,SEA,@,KAN,L 10-24,10,13.2,0,0.0,15,62.5,WR,YounDa02
3265,Raheem Blackshear,10,Sat,15,16,2022-12-24,23-202,CAR,,DET,W 37-23,6,8.8,0,0.0,10,34.5,RB,BlacRa00
3266,Gary Brightwell,17,Sun,2,2,2022-09-18,23-202,NYG,,CAR,W 19-16,1,1.4,0,0.0,17,56.7,RB,BrigGa00
3267,Montrell Washington,18,Sun,4,4,2022-10-02,23-202,DEN,@,LVR,L 23-32,3,5.7,0,0.0,18,56.3,WR,WashMo00
3268,Jordan Mason,14,Sun,13,14,2022-12-11,23-201,SFO,,TAM,W 35-7,19,30.2,0,0.0,14,66.7,RB,MasoJo00
3269,Jalen Nailor,8,Mon,2,2,2022-09-19,23-201,MIN,@,PHI,L 7-24,0,0.0,0,0.0,8,38.1,WR,NailJa00
3270,Tory Carter,14,Sun,4,4,2022-10-02,23-200,TEN,@,IND,W 24-17,11,20.4,0,0.0,14,60.9,FB,CartTo01
3271,Cole Kmet,9,Sun,3,3,2022-09-25,23-199,CHI,,HOU,W 23-20,58,92.1,0,0.0,9,31.0,TE,KmetCo00
3272,Dax Milne,12,Sun,17,18,2023-01-08,23-199,WAS,,DAL,W 26-6,2,3.0,0,0.0,12,35.3,WR,MilnDa00
3273,Racey McMath,7,Thu,16,17,2022-12-29,23-198,TEN,,DAL,L 13-27,15,23.1,0,0.0,7,28.0,WR,McMaRa00
3274,Tylan Wallace,16,Sun,11,12,2022-11-27,23-198,BAL,@,JAX,L 27-28,0,0.0,0,0.0,16,59.3,WR,WallTy00
3275,Michael Carter,2,Sun,10,11,2022-11-20,23-197,NYJ,@,NWE,L 3-10,25,50.0,0,0.0,2,6.7,RB,CartMi03
3276,Noah Gray,17,Sun,9,10,2022-11-13,23-197,KAN,,JAX,W 27-17,29,46.0,0,0.0,17,65.4,TE,GrayNo00
3277,Isiah Pacheco,10,Thu,2,2,2022-09-15,23-197,KAN,,LAC,W 27-24,5,8.8,0,0.0,10,31.3,RB,PachIs00
3278,Raheem Blackshear,10,Sun,14,15,2022-12-18,23-196,CAR,,PIT,L 16-24,2,4.3,0,0.0,10,40.0,RB,BlacRa00
3279,Chuba Hubbard,6,Sat,15,16,2022-12-24,23-196,CAR,,DET,W 37-23,31,45.6,0,0.0,6,20.7,RB,HubbCh01
3280,Gary Brightwell,19,Sun,1,1,2022-09-11,23-195,NYG,@,TEN,W 21-20,0,0.0,0,0.0,19,67.9,RB,BrigGa00
3281,Kenneth Gainwell,8,Sun,3,3,2022-09-25,23-195,PHI,@,WAS,W 24-8,22,31.4,0,0.0,8,30.8,RB,GainKe00
3282,Cade Otton,6,Thu,8,8,2022-10-27,23-195,TAM,,BAL,L 22-27,62,91.2,0,0.0,6,19.4,TE,OttoCa00
3283,Montrell Washington,13,Sun,3,3,2022-09-25,23-195,DEN,,SFO,W 11-10,14,18.9,0,0.0,13,46.4,WR,WashMo00
3284,Jordan Mason,20,Sun,12,13,2022-12-04,23-194,SFO,,MIA,W 33-17,15,17.9,0,0.0,20,66.7,RB,MasoJo00
3285,Dareke Young,21,Thu,14,15,2022-12-15,23-194,SEA,,SFO,L 13-21,3,4.7,0,0.0,21,75.0,WR,YounDa02
3286,Tory Carter,15,Sun,3,3,2022-09-25,23-193,TEN,,LVR,W 24-22,6,10.3,0,0.0,15,62.5,FB,CartTo01
3287,Racey McMath,6,Sat,15,16,2022-12-24,23-193,TEN,,HOU,L 14-19,0,0.0,0,0.0,6,25.0,WR,McMaRa00
3288,Jalen Nailor,13,Sun,1,1,2022-09-11,23-193,MIN,,GNB,W 23-7,0,0.0,0,0.0,13,56.5,WR,NailJa00
3289,Isiah Pacheco,11,Sun,1,1,2022-09-11,23-193,KAN,@,ARI,W 44-21,16,22.9,0,0.0,11,40.7,RB,PachIs00
3290,Cole Kmet,2,Sun,2,2,2022-09-18,23-192,CHI,@,GNB,L 10-27,35,85.4,0,0.0,2,9.1,TE,KmetCo00
3291,Dax Milne,4,Sun,16,17,2023-01-01,23-192,WAS,,CLE,L 10-24,0,0.0,0,0.0,4,19.0,WR,MilnDa00
3292,Cade Otton,6,Sun,7,7,2022-10-23,23-191,TAM,@,CAR,L 3-21,54,80.6,0,0.0,6,25.0,TE,OttoCa00
3293,Tylan Wallace,14,Sun,10,11,2022-11-20,23-191,BAL,,CAR,W 13-3,2,2.9,0,0.0,14,60.9,WR,WallTy00
3294,Noah Gray,24,Sun,8,9,2022-11-06,23-190,KAN,,TEN,W 20-17 (OT),40,40.0,0,0.0,24,77.4,TE,GrayNo00
3295,Peyton Hendershot,14,Sun,8,8,2022-10-30,23-190,DAL,,CHI,W 49-29,21,36.2,0,0.0,14,48.3,TE,HendPe01
3296,Chuba Hubbard,5,Sun,14,15,2022-12-18,23-190,CAR,,PIT,L 16-24,29,63.0,0,0.0,5,20.0,RB,HubbCh01
3297,Dareke Young,18,Sun,13,14,2022-12-11,23-190,SEA,,CAR,L 24-30,2,3.7,0,0.0,18,64.3,WR,YounDa02
3298,Raheem Blackshear,5,Sun,13,14,2022-12-11,23-189,CAR,@,SEA,W 30-24,14,19.4,0,0.0,5,17.9,RB,BlacRa00
3299,Kenneth Gainwell,5,Mon,2,2,2022-09-19,23-189,PHI,,MIN,W 24-7,19,26.0,0,0.0,5,23.8,RB,GainKe00
3300,Montrell Washington,12,Sun,2,2,2022-09-18,23-188,DEN,,HOU,W 16-9,12,16.7,0,0.0,12,46.2,WR,WashMo00
3301,Tory Carter,19,Mon,2,2,2022-09-19,23-187,TEN,@,BUF,L 7-41,6,10.7,0,0.0,19,70.4,FB,CartTo01
3302,Jordan Mason,11,Sun,11,12,2022-11-27,23-187,SFO,,NOR,W 13-0,9,12.9,0,0.0,11,64.7,RB,MasoJo00
3303,Racey McMath,5,Sun,14,15,2022-12-18,23-187,TEN,@,LAC,L 14-17,14,22.6,0,0.0,5,18.5,WR,McMaRa00
3304,Cole Kmet,4,Sun,1,1,2022-09-11,23-185,CHI,,SFO,W 19-10,48,82.8,0,0.0,4,16.7,TE,KmetCo00
3305,Dax Milne,5,Sat,15,16,2022-12-24,23-184,WAS,@,SFO,L 20-37,1,1.4,0,0.0,5,18.5,WR,MilnDa00
3306,Cade Otton,5,Sun,6,6,2022-10-16,23-184,TAM,@,PIT,L 18-20,40,55.6,0,0.0,5,17.9,TE,OttoCa00
3307,Peyton Hendershot,15,Sun,7,7,2022-10-23,23-183,DAL,,DET,W 24-6,19,30.2,0,0.0,15,68.2,TE,HendPe01
3308,Chuba Hubbard,3,Sun,13,14,2022-12-11,23-183,CAR,@,SEA,W 30-24,23,31.9,0,0.0,3,10.7,RB,HubbCh01
3309,Dareke Young,17,Sun,12,13,2022-12-04,23-183,SEA,@,LAR,W 27-23,1,1.5,0,0.0,17,63.0,WR,YounDa02
3310,Montrell Washington,9,Mon,1,1,2022-09-12,23-182,DEN,@,SEA,L 16-17,0,0.0,0,0.0,9,47.4,WR,WashMo00
3311,Kenneth Gainwell,4,Sun,1,1,2022-09-11,23-181,PHI,@,DET,W 38-35,23,29.9,0,0.0,4,12.9,RB,GainKe00
3312,Jordan Mason,17,Mon,10,11,2022-11-21,23-181,SFO,@,ARI,W 38-10,7,12.1,0,0.0,17,65.4,RB,MasoJo00
3313,Racey McMath,6,Sun,13,14,2022-12-11,23-180,TEN,,JAX,L 22-36,22,32.8,0,0.0,6,23.1,WR,McMaRa00
3314,Eno Benjamin,6,Sun,5,5,2022-10-09,23-179,ARI,,PHI,L 17-20,37,53.6,0,0.0,6,24.0,RB,BenjEn00
3315,Tory Carter,19,Sun,1,1,2022-09-11,23-179,TEN,,NYG,L 20-21,12,18.5,0,0.0,19,67.9,FB,CartTo01
3316,Dax Milne,5,Sun,14,15,2022-12-18,23-178,WAS,,NYG,L 12-20,0,0.0,0,0.0,5,20.0,WR,MilnDa00
3317,Cade Otton,5,Sun,5,5,2022-10-09,23-177,TAM,,ATL,W 21-15,74,93.7,0,0.0,5,22.7,TE,OttoCa00
3318,Noah Gray,16,Sun,7,7,2022-10-23,23-176,KAN,@,SFO,W 44-23,37,57.8,0,0.0,16,57.1,TE,GrayNo00
3319,Peyton Hendershot,12,Sun,6,6,2022-10-16,23-176,DAL,@,PHI,L 17-26,41,61.2,0,0.0,12,50.0,TE,HendPe01
3320,Dareke Young,21,Sun,11,12,2022-11-27,23-176,SEA,,LVR,L 34-40 (OT),1,1.5,0,0.0,21,61.8,WR,YounDa02
3321,Raheem Blackshear,11,Sun,12,12,2022-11-27,23-175,CAR,,DEN,W 23-10,3,4.5,0,0.0,11,36.7,RB,BlacRa00
3322,Jordan Mason,19,Sun,9,10,2022-11-13,23-173,SFO,,LAC,W 22-16,0,0.0,0,0.0,19,67.9,RB,MasoJo00
3323,Eno Benjamin,5,Sun,4,4,2022-10-02,23-172,ARI,@,CAR,W 26-16,11,14.5,0,0.0,5,21.7,RB,BenjEn00
3324,Cade Otton,11,Sun,4,4,2022-10-02,23-170,TAM,,KAN,L 31-41,43,67.2,0,0.0,11,36.7,TE,OttoCa00
3325,Noah Gray,15,Sun,6,6,2022-10-16,23-169,KAN,,BUF,L 20-24,28,41.8,0,0.0,15,65.2,TE,GrayNo00
3326,Peyton Hendershot,17,Sun,5,5,2022-10-09,23-169,DAL,@,LAR,W 22-10,37,67.3,0,0.0,17,56.7,TE,HendPe01
3327,Chuba Hubbard,7,Sun,12,12,2022-11-27,23-169,CAR,,DEN,W 23-10,28,42.4,0,0.0,7,23.3,RB,HubbCh01
3328,Raheem Blackshear,8,Sun,11,11,2022-11-20,23-168,CAR,@,BAL,L 3-13,11,19.3,0,0.0,8,34.8,RB,BlacRa00
3329,Eno Benjamin,8,Sun,3,3,2022-09-25,23-165,ARI,,LAR,L 12-20,22,26.5,0,0.0,8,32.0,RB,BenjEn00
3330,Noah Gray,18,Mon,5,5,2022-10-10,23-163,KAN,,LVR,W 30-29,29,40.3,0,0.0,18,64.3,TE,GrayNo00
3331,Jake Tonges,7,Sun,14,15,2022-12-18,23-163,CHI,,PHI,L 20-25,0,0.0,0,0.0,7,28.0,TE,TongJa00
3332,Peyton Hendershot,17,Sun,4,4,2022-10-02,23-162,DAL,,WAS,W 25-10,4,6.6,0,0.0,17,56.7,TE,HendPe01
3333,Chuba Hubbard,6,Sun,11,11,2022-11-20,23-162,CAR,@,BAL,L 3-13,23,40.4,0,0.0,6,26.1,RB,HubbCh01
3334,Dareke Young,15,Sun,10,10,2022-11-13,23-162,SEA,@,TAM,L 16-21,6,11.5,0,0.0,15,71.4,WR,YounDa02
3335,Jordan Mason,16,Sun,8,8,2022-10-30,23-159,SFO,@,LAR,W 31-14,0,0.0,0,0.0,16,66.7,RB,MasoJo00
3336,Eno Benjamin,9,Sun,2,2,2022-09-18,23-158,ARI,@,LVR,W 29-23 (OT),37,42.5,0,0.0,9,42.9,RB,BenjEn00
3337,Raheem Blackshear,4,Thu,10,10,2022-11-10,23-158,CAR,,ATL,W 25-15,8,12.1,0,0.0,4,13.8,RB,BlacRa00
3338,Peyton Hendershot,17,Mon,3,3,2022-09-26,23-156,DAL,@,NYG,W 23-16,38,59.4,0,0.0,17,58.6,TE,HendPe01
3339,Cade Otton,15,Sun,2,2,2022-09-18,23-156,TAM,@,NOR,W 20-10,33,49.3,0,0.0,15,57.7,TE,OttoCa00
3340,Tylan Wallace,10,Sun,6,6,2022-10-16,23-156,BAL,@,NYG,L 20-24,13,22.0,0,0.0,10,38.5,WR,WallTy00
3341,Noah Gray,17,Sun,4,4,2022-10-02,23-155,KAN,@,TAM,W 41-31,46,57.5,0,0.0,17,56.7,TE,GrayNo00
3342,Dareke Young,18,Sun,9,9,2022-11-06,23-155,SEA,@,ARI,W 31-21,14,19.2,0,0.0,18,66.7,WR,YounDa02
3343,Raheem Blackshear,9,Sun,9,9,2022-11-06,23-154,CAR,@,CIN,L 21-42,17,34.7,0,0.0,9,31.0,RB,BlacRa00
3344,Chuba Hubbard,1,Thu,10,10,2022-11-10,23-152,CAR,,ATL,W 25-15,12,18.2,0,0.0,1,3.4,RB,HubbCh01
3345,Eno Benjamin,13,Sun,1,1,2022-09-11,23-151,ARI,,KAN,L 21-44,22,33.8,0,0.0,13,48.1,RB,BenjEn00
3346,Dax Milne,7,Sun,11,11,2022-11-20,23-150,WAS,@,HOU,W 23-10,5,7.4,0,0.0,7,25.9,WR,MilnDa00
3347,James Mitchell,11,Sun,17,18,2023-01-08,23-150,DET,@,GNB,W 20-16,11,17.7,0,0.0,11,44.0,TE,MitcJa00
3348,Christian Watson,4,Sun,5,5,2022-10-09,23-150,GNB,,NYG,L 22-27,18,28.6,0,0.0,4,15.4,WR,WatsCh00
3349,Cade Otton,12,Sun,1,1,2022-09-11,23-149,TAM,@,DAL,W 19-3,30,48.4,0,0.0,12,50.0,TE,OttoCa00
3350,Tylan Wallace,12,Sun,5,5,2022-10-09,23-149,BAL,,CIN,W 19-17,13,20.0,0,0.0,12,52.2,WR,WallTy00
3351,Noah Gray,10,Sun,3,3,2022-09-25,23-148,KAN,@,IND,L 17-20,26,41.3,0,0.0,10,43.5,TE,GrayNo00
3352,Peyton Hendershot,17,Sun,2,2,2022-09-18,23-148,DAL,,CIN,W 20-17,7,11.5,0,0.0,17,65.4,TE,HendPe01
3353,Dareke Young,20,Sun,8,8,2022-10-30,23-148,SEA,,NYG,W 27-13,4,6.3,0,0.0,20,66.7,WR,YounDa02
3354,Raheem Blackshear,7,Sun,8,8,2022-10-30,23-147,CAR,@,ATL,L 34-37 (OT),7,8.8,0,0.0,7,20.0,RB,BlacRa00
3355,Dennis Houston,4,Sun,2,2,2022-09-18,23-147,DAL,,CIN,W 20-17,21,34.4,0,0.0,4,15.4,WR,HousDe01
3356,Jordan Mason,16,Sun,6,6,2022-10-16,23-145,SFO,@,ATL,L 14-28,0,0.0,0,0.0,16,72.7,RB,MasoJo00
3357,Dax Milne,4,Mon,10,10,2022-11-14,23-144,WAS,@,PHI,W 32-21,8,9.6,0,0.0,4,15.4,WR,MilnDa00
3358,James Mitchell,10,Sun,16,17,2023-01-01,23-143,DET,,CHI,W 41-10,20,28.2,0,0.0,10,33.3,TE,MitcJa00
3359,Christian Watson,6,Sun,4,4,2022-10-02,23-143,GNB,,NWE,W 27-24 (OT),18,24.7,0,0.0,6,18.8,WR,WatsCh00
3360,Tylan Wallace,15,Sun,4,4,2022-10-02,23-142,BAL,,BUF,L 20-23,6,8.6,0,0.0,15,60.0,WR,WallTy00
3361,Peyton Hendershot,17,Sun,1,1,2022-09-11,23-141,DAL,,TAM,L 3-19,2,2.9,0,0.0,17,70.8,TE,HendPe01
3362,Dareke Young,15,Sun,7,7,2022-10-23,23-141,SEA,@,LAC,W 37-23,17,23.9,0,0.0,15,51.7,WR,YounDa02
3363,Raheem Blackshear,16,Sun,7,7,2022-10-23,23-140,CAR,,TAM,W 21-3,5,10.0,0,0.0,16,66.7,RB,BlacRa00
3364,Dennis Houston,9,Sun,1,1,2022-09-11,23-140,DAL,,TAM,L 3-19,39,56.5,0,0.0,9,37.5,WR,HousDe01
3365,Noah Gray,16,Thu,2,2,2022-09-15,23-138,KAN,,LAC,W 27-24,28,49.1,0,0.0,16,50.0,TE,GrayNo00
3366,Jordan Mason,15,Sun,5,5,2022-10-09,23-138,SFO,@,CAR,W 37-15,1,1.5,0,0.0,15,53.6,RB,MasoJo00
3367,Dax Milne,6,Sun,9,9,2022-11-06,23-136,WAS,,MIN,L 17-20,10,15.6,0,0.0,6,21.4,WR,MilnDa00
3368,D'Vonte Price,2,Sun,6,6,2022-10-16,23-136,IND,,JAX,W 34-27,0,0.0,0,0.0,2,8.0,RB,PricDV00
3369,James Mitchell,10,Sat,15,16,2022-12-24,23-135,DET,@,CAR,L 23-37,19,28.8,0,0.0,10,34.5,TE,MitcJa00
3370,Tylan Wallace,14,Sun,3,3,2022-09-25,23-135,BAL,@,NWE,W 37-26,9,15.0,0,0.0,14,51.9,WR,WallTy00
3371,Noah Gray,16,Sun,1,1,2022-09-11,23-134,KAN,@,ARI,W 44-21,37,52.9,0,0.0,16,59.3,TE,GrayNo00
3372,Chuba Hubbard,6,Sun,7,7,2022-10-23,23-134,CAR,,TAM,W 21-3,23,46.0,0,0.0,6,25.0,RB,HubbCh01
3373,Dareke Young,6,Sun,6,6,2022-10-16,23-134,SEA,,ARI,W 19-9,3,4.4,0,0.0,6,23.1,WR,YounDa02
3374,Raheem Blackshear,5,Sun,6,6,2022-10-16,23-133,CAR,@,LAR,L 10-24,0,0.0,0,0.0,5,19.2,RB,BlacRa00
3375,Jordan Mason,17,Mon,4,4,2022-10-03,23-132,SFO,,LAR,W 24-9,0,0.0,0,0.0,17,68.0,RB,MasoJo00
3376,Ihmir Smith-Marsette,1,Sat,17,18,2023-01-07,23-131,KAN,@,LVR,W 31-13,9,15.3,0,0.0,1,4.3,WR,SmitIh00
3377,Dax Milne,4,Sun,8,8,2022-10-30,23-129,WAS,@,IND,W 17-16,9,14.8,0,0.0,4,15.4,WR,MilnDa00
3378,James Mitchell,8,Sun,14,15,2022-12-18,23-129,DET,@,NYJ,W 20-17,16,23.5,0,0.0,8,28.6,TE,MitcJa00
3379,Christian Watson,3,Sun,2,2,2022-09-18,23-129,GNB,,CHI,W 27-10,22,32.4,0,0.0,3,13.6,WR,WatsCh00
3380,Tylan Wallace,15,Sun,2,2,2022-09-18,23-128,BAL,,MIA,L 38-42,9,15.3,0,0.0,15,50.0,WR,WallTy00
3381,Chuba Hubbard,14,Sun,6,6,2022-10-16,23-127,CAR,@,LAR,L 10-24,4,9.1,0,0.0,14,53.8,RB,HubbCh01
3382,Raheem Blackshear,7,Sun,5,5,2022-10-09,23-126,CAR,,SFO,L 15-37,0,0.0,0,0.0,7,25.0,RB,BlacRa00
3383,Jordan Mason,15,Sun,3,3,2022-09-25,23-124,SFO,@,DEN,L 10-11,5,8.9,0,0.0,15,53.6,RB,MasoJo00
3384,Dax Milne,6,Sun,7,7,2022-10-23,23-122,WAS,,GNB,W 23-21,26,35.1,0,0.0,6,20.7,WR,MilnDa00
3385,James Mitchell,12,Sun,13,14,2022-12-11,23-122,DET,,MIN,W 34-23,14,20.0,0,0.0,12,41.4,TE,MitcJa00
3386,Christian Watson,1,Sun,1,1,2022-09-11,23-122,GNB,@,MIN,L 7-23,40,65.6,0,0.0,1,4.3,WR,WatsCh00
3387,Chigoziem Okonkwo,6,Sat,17,18,2023-01-07,23-121,TEN,@,JAX,L 16-20,32,42.7,0,0.0,6,25.0,TE,OkonCh00
3388,Tylan Wallace,16,Sun,1,1,2022-09-11,23-121,BAL,@,NYJ,W 24-9,6,10.7,0,0.0,16,59.3,WR,WallTy00
3389,Chuba Hubbard,10,Sun,5,5,2022-10-09,23-120,CAR,,SFO,L 15-37,11,15.9,0,0.0,10,35.7,RB,HubbCh01
3390,Jerome Ford,11,Sun,17,18,2023-01-08,23-118,CLE,@,PIT,L 14-28,0,0.0,0,0.0,11,50.0,RB,FordJe00
3391,Jordan Mason,8,Sun,2,2,2022-09-18,23-117,SFO,,SEA,W 27-7,0,0.0,0,0.0,8,34.8,RB,MasoJo00
3392,James Mitchell,12,Sun,12,13,2022-12-04,23-115,DET,,JAX,W 40-14,22,28.9,0,0.0,12,46.2,TE,MitcJa00
3393,Chuba Hubbard,16,Sun,4,4,2022-10-02,23-113,CAR,,ARI,L 16-26,3,5.8,0,0.0,16,69.6,RB,HubbCh01
3394,Dax Milne,4,Thu,6,6,2022-10-13,23-112,WAS,@,CHI,W 12-7,6,10.5,0,0.0,4,20.0,WR,MilnDa00
3395,Chigoziem Okonkwo,5,Thu,16,17,2022-12-29,23-112,TEN,,DAL,L 13-27,16,24.6,0,0.0,5,20.0,TE,OkonCh00
3396,Jerome Ford,8,Sun,16,17,2023-01-01,23-111,CLE,@,WAS,W 24-10,7,12.3,0,0.0,8,38.1,RB,FordJe00
3397,Jordan Mason,5,Sun,1,1,2022-09-11,23-110,SFO,@,CHI,L 10-19,0,0.0,0,0.0,5,20.8,RB,MasoJo00
3398,Dax Milne,12,Sun,5,5,2022-10-09,23-108,WAS,,TEN,L 17-21,1,1.6,0,0.0,12,42.9,WR,MilnDa00
3399,Chigoziem Okonkwo,7,Sat,15,16,2022-12-24,23-107,TEN,,HOU,L 14-19,28,45.9,0,0.0,7,29.2,TE,OkonCh00
3400,Chuba Hubbard,17,Sun,3,3,2022-09-25,23-106,CAR,,NOR,W 22-14,7,11.5,0,0.0,17,58.6,RB,HubbCh01
3401,James Mitchell,9,Thu,11,12,2022-11-24,23-105,DET,,BUF,L 25-28,17,23.9,0,0.0,9,34.6,TE,MitcJa00
3402,Jerome Ford,10,Sat,15,16,2022-12-24,23-103,CLE,,NOR,L 10-17,0,0.0,0,0.0,10,45.5,RB,FordJe00
3403,Dax Milne,13,Sun,4,4,2022-10-02,23-101,WAS,@,DAL,L 10-25,2,2.7,0,0.0,13,43.3,WR,MilnDa00
3404,James Mitchell,9,Sun,10,11,2022-11-20,23-101,DET,@,NYG,W 31-18,15,22.4,0,0.0,9,34.6,TE,MitcJa00
3405,Chigoziem Okonkwo,12,Sun,14,15,2022-12-18,23-101,TEN,@,LAC,L 14-17,37,59.7,0,0.0,12,44.4,TE,OkonCh00
3406,Dareke Young,5,Mon,1,1,2022-09-12,23-100,SEA,,DEN,W 17-16,4,7.3,0,0.0,5,26.3,WR,YounDa02
3407,Chuba Hubbard,21,Sun,2,2,2022-09-18,23-099,CAR,@,NYG,L 16-19,2,3.4,0,0.0,21,70.0,RB,HubbCh01
3408,Jerome Ford,6,Sat,14,15,2022-12-17,23-096,CLE,,BAL,W 13-3,0,0.0,0,0.0,6,33.3,RB,FordJe00
3409,Dax Milne,11,Sun,3,3,2022-09-25,23-094,WAS,,PHI,L 8-24,5,6.5,0,0.0,11,42.3,WR,MilnDa00
3410,James Mitchell,11,Sun,9,10,2022-11-13,23-094,DET,@,CHI,W 31-30,15,24.2,0,0.0,11,37.9,TE,MitcJa00
3411,Chigoziem Okonkwo,11,Sun,13,14,2022-12-11,23-094,TEN,,JAX,L 22-36,33,49.3,0,0.0,11,42.3,TE,OkonCh00
3412,Kyle Philips,1,Mon,2,2,2022-09-19,23-094,TEN,@,BUF,L 7-41,13,23.2,0,0.0,1,3.7,WR,PhilKy01
3413,Chuba Hubbard,21,Sun,1,1,2022-09-11,23-092,CAR,,CLE,L 24-26,3,5.7,0,0.0,21,65.6,RB,HubbCh01
3414,Zamir White,6,Sun,14,15,2022-12-18,23-091,LVR,,NWE,W 30-24,3,4.4,0,0.0,6,18.8,RB,WhitZa01
3415,Jerome Ford,13,Sun,13,14,2022-12-11,23-090,CLE,@,CIN,L 10-23,0,0.0,0,0.0,13,54.2,RB,FordJe00
3416,Dax Milne,12,Sun,2,2,2022-09-18,23-087,WAS,@,DET,L 27-36,2,2.7,0,0.0,12,37.5,WR,MilnDa00
3417,James Mitchell,5,Sun,8,9,2022-11-06,23-087,DET,,GNB,W 15-9,13,21.0,0,0.0,5,38.5,TE,MitcJa00
